epoch;loss
0;0.1693950593471527
1;0.1678732931613922
2;0.1642124354839325
3;0.15127117931842804
4;0.10237988829612732
5;0.09829844534397125
6;0.08671919256448746
7;0.07661554962396622
8;0.07165835052728653
9;0.06964453309774399
10;0.07066358625888824
11;0.07412836700677872
12;0.07249387353658676
13;0.0741165280342102
14;0.07318323850631714
15;0.07069061696529388
16;0.0727996677160263
17;0.07080207020044327
18;0.06802650541067123
19;0.07003948092460632
20;0.07025118917226791
21;0.06831175088882446
22;0.06535597890615463
23;0.06839002668857574
24;0.06725691258907318
25;0.06858006864786148
26;0.0672968327999115
27;0.06800083070993423
28;0.06797963380813599
29;0.06540797650814056
30;0.06826771050691605
31;0.06837278604507446
32;0.06857386976480484
33;0.06593748182058334
34;0.0646640881896019
35;0.06553336977958679
36;0.0657883808016777
37;0.06930162757635117
38;0.06590227782726288
39;0.06446237117052078
40;0.06480910629034042
41;0.06624516099691391
42;0.07095672190189362
43;0.06600721925497055
44;0.06378249824047089
45;0.06617402285337448
46;0.06605370342731476
47;0.0674913302063942
48;0.06719408929347992
49;0.06603506952524185
50;0.06806141883134842
51;0.06765252351760864
52;0.06666804105043411
53;0.0661659836769104
54;0.06889861077070236
55;0.06365598738193512
56;0.0680430680513382
57;0.06935752183198929
58;0.06968964636325836
59;0.06168373301625252
60;0.06705043464899063
61;0.07018528878688812
62;0.06410163640975952
63;0.06412213295698166
64;0.06428212672472
65;0.06558778136968613
66;0.06348675489425659
67;0.062107618898153305
68;0.06538687646389008
69;0.06708072125911713
70;0.06342564523220062
71;0.06631971895694733
72;0.06154600903391838
73;0.06463374197483063
74;0.06394173204898834
75;0.06077391654253006
76;0.06232311204075813
77;0.05763877555727959
78;0.06594956666231155
79;0.05188242718577385
80;0.08149735629558563
81;0.057909443974494934
82;0.07483766227960587
83;0.07241344451904297
84;0.06930691748857498
85;0.06533969938755035
86;0.06551195681095123
87;0.06392538547515869
88;0.06898244470357895
89;0.06634192168712616
90;0.06500640511512756
91;0.061292823404073715
92;0.06387501209974289
93;0.06627095490694046
94;0.06871258467435837
95;0.062013182789087296
96;0.06805610656738281
97;0.0640573725104332
98;0.06449833512306213
99;0.06386158615350723
100;0.06378351151943207
101;0.06335712224245071
102;0.06099211052060127
103;0.06334201991558075
104;0.062303412705659866
105;0.06229962781071663
106;0.061368510127067566
107;0.05678709223866463
108;0.05525527521967888
109;0.058913882821798325
110;0.05433652922511101
111;0.0614507757127285
112;0.06480349600315094
113;0.06218269467353821
114;0.05905561149120331
115;0.057639580219984055
116;0.06083613261580467
117;0.057743050158023834
118;0.053073663264513016
119;0.04884527996182442
120;0.04174720123410225
121;0.05432425066828728
122;0.08727134019136429
123;0.02984652668237686
