epoch;loss
0;0.3412942886352539
1;0.33777323365211487
2;0.32773637771606445
3;0.2862156331539154
4;0.15685780346393585
5;0.08804264664649963
6;0.06270692497491837
7;0.0517716109752655
8;0.03814271464943886
9;0.026954086497426033
10;0.02774866856634617
11;0.03284366801381111
12;0.03676123544573784
13;0.0356307215988636
14;0.033485133200883865
15;0.03135969862341881
16;0.029089732095599174
17;0.02734849601984024
18;0.02519596554338932
19;0.020251289010047913
20;0.020641786977648735
21;0.021865973249077797
22;0.021340375766158104
23;0.021934552118182182
24;0.020833343267440796
25;0.02137361466884613
26;0.024214548990130424
27;0.02016052044928074
28;0.02287398837506771
29;0.021037384867668152
30;0.020593149587512016
31;0.019240308552980423
32;0.019220514222979546
33;0.019517509266734123
34;0.019753901287913322
35;0.01856479048728943
36;0.01992695964872837
37;0.019045958295464516
38;0.019011808559298515
39;0.020807232707738876
40;0.018206266686320305
41;0.0186017919331789
42;0.018383346498012543
43;0.018599843606352806
44;0.018644340336322784
45;0.01824895292520523
46;0.018716828897595406
47;0.019657528027892113
48;0.019630542024970055
49;0.01764281652867794
50;0.01812632568180561
51;0.019012613222002983
52;0.018546221777796745
53;0.019534427672624588
54;0.01843387447297573
55;0.017698464915156364
56;0.017401287332177162
57;0.01779842935502529
58;0.018645208328962326
59;0.017810968682169914
60;0.01904868893325329
61;0.018327392637729645
62;0.01834605447947979
63;0.01871694065630436
64;0.018164783716201782
65;0.018795916810631752
66;0.018428804352879524
67;0.018845800310373306
68;0.017827162519097328
69;0.019528722390532494
70;0.017705721780657768
71;0.019328169524669647
72;0.01802900619804859
73;0.018116602674126625
74;0.017442278563976288
75;0.01899600587785244
76;0.01869656890630722
77;0.018677879124879837
78;0.017217643558979034
79;0.018717190250754356
80;0.01847229152917862
81;0.01896546222269535
82;0.017998069524765015
83;0.017843807116150856
84;0.017920546233654022
85;0.017766131088137627
86;0.017964597791433334
87;0.01764378510415554
88;0.018631737679243088
89;0.017741380259394646
90;0.018639616668224335
91;0.018841294571757317
92;0.016934087499976158
93;0.017716461792588234
94;0.019046872854232788
95;0.017686838284134865
96;0.019923117011785507
97;0.017983732745051384
98;0.019166620448231697
99;0.01805371604859829
100;0.01894659548997879
101;0.01661212556064129
102;0.01824357360601425
103;0.01805676333606243
104;0.018008923158049583
105;0.017880041152238846
106;0.019201109185814857
107;0.018475160002708435
108;0.01715034991502762
109;0.018832894042134285
110;0.019247638061642647
111;0.017835216596722603
112;0.018487339839339256
113;0.01791340671479702
114;0.01870000921189785
115;0.018045417964458466
116;0.018492767587304115
117;0.017895936965942383
118;0.018678955733776093
119;0.018093345686793327
120;0.01809593476355076
121;0.018164323642849922
122;0.01716587506234646
123;0.01906002312898636
124;0.01945231668651104
125;0.01878955215215683
126;0.018703358247876167
127;0.018735112622380257
128;0.01733054779469967
129;0.018497353419661522
130;0.0175381600856781
131;0.018520569428801537
132;0.017941338941454887
133;0.015618330799043179
134;0.017984623089432716
135;0.017612209543585777
136;0.018143029883503914
137;0.018363937735557556
138;0.017900314182043076
139;0.017924927175045013
140;0.01813376136124134
141;0.019156111404299736
142;0.018576297909021378
143;0.017247579991817474
144;0.0170895978808403
145;0.017767133191227913
146;0.019186919555068016
147;0.017982466146349907
148;0.01827567256987095
149;0.01684681326150894
150;0.01935933530330658
151;0.01719818264245987
152;0.016872046515345573
153;0.016661563888192177
154;0.017116524279117584
155;0.017633579671382904
156;0.018958743661642075
157;0.019029250368475914
158;0.01725373975932598
159;0.018326712772250175
160;0.017457179725170135
161;0.019235890358686447
162;0.016377471387386322
163;0.01811799220740795
164;0.019058464094996452
165;0.01758725941181183
166;0.016748450696468353
167;0.019233273342251778
168;0.017301535233855247
169;0.018214073032140732
170;0.017739851027727127
171;0.01766241528093815
172;0.020104805007576942
173;0.01826949417591095
174;0.018124625086784363
175;0.016767209395766258
176;0.018867842853069305
177;0.01706083118915558
178;0.017417890951037407
179;0.017534403130412102
180;0.01794813759624958
181;0.01872391067445278
182;0.01805705763399601
183;0.018470367416739464
184;0.017916636541485786
185;0.01857120729982853
186;0.01808994822204113
187;0.01770961843430996
188;0.018108727410435677
189;0.01779426820576191
190;0.01721915416419506
191;0.018379991874098778
192;0.018063249066472054
193;0.018205957487225533
194;0.01751139387488365
195;0.017456596717238426
196;0.020324043929576874
197;0.017480866983532906
198;0.017674153670668602
199;0.018879195675253868
200;0.017521843314170837
201;0.018028898164629936
202;0.01766958087682724
203;0.01843053475022316
204;0.018455641344189644
205;0.01761801354587078
206;0.01782059669494629
207;0.01767486147582531
208;0.019072161987423897
209;0.019857419654726982
